Date,رقم القيد,              ,اسم المشروع معدل,اسم المشروع,Type,Amount,Code
5/1/2020,1000,مبيعات خرسانه الوادى,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,78570.18,3001
5/1/2020,1001,مبيعات خرسانه الميدان,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,43035.09,3001
5/1/2020,1002,مبيعات خرسانه D.C.I,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,89552.63,3001
5/1/2020,1003,مبيعات خرسانه نحو,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,80815.79,3001
5/1/2020,1004,مبيعات خرسانه A.H.M,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,12377.19,3001
5/1/2020,1005,مبيعات خرسانه القاهره للاسكان,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,92421.05,3001
6/1/2020,1221,مبيعات الخرسانه - شركة نحو,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,10192.98,3001
6/1/2020,1222,مبيعات الخرسانه - شركة الميدان,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,112122.81,3001
6/1/2020,1223,مبيعات الخرسانه - شركة الوادى,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,104842.11,3001
6/1/2020,1224,مبيعات الخرسانه - شركة بنادر,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,50964.91,3001
6/1/2020,1225,مبيعات الخرسانه - شركة القاهرة للاسكان والتعمير,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,85912.28,3001
6/1/2020,1323,مبيعات خرسانه شركة بناء,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,58912.28,3001
6/1/2020,1324,مبيعات خرسانه م امير شاهين,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,7526.32,3001
6/1/2020,1325,مبيعات خرسانه  الزايد,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,17289.47,3001
6/1/2020,1326,مبيعات خرسانه  تعمير,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,23298.25,3001
6/1/2020,1327,مبيعات خرسانه  الجيزة,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,93087.72,3001
6/1/2020,1328,مبيعات خرسانه  الميدان,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,99929.82,3001
6/1/2020,1329,مبيعات خرسانه  الوادى,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,288640.35,3001
6/1/2020,1330,مبيعات خرسانه  نحو,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,41500,3001
6/1/2020,1331,مبيعات خرسانه  A.H.M,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,94649.12,3001
6/1/2020,1332,مبيعات خرسانه  هاى ايجي,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,99017.54,3001
6/1/2020,1333,مبيعات خرسانه D.C.I,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,22570.18,3001
6/1/2020,1334,مبيعات خرسانه بنادر,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,218421.05,3001
6/1/2020,1335,مبيعات خرسانه القاهره,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,361921.05,3001
6/1/2020,1336,مبيعات خرسانه سكوير,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,23469.3,3001
6/1/2020,1735,تسوية المستخلص الختامي قبل الصرف,مصارف شوبر,مصارف شوبر,المقاولات,1736141.31,4061
6/1/2020,1736,تسوية مستخلصات الميزانيه 30/6/2020,العاصمه الادرايه,العاصمه الادرايه,المقاولات,9720940.92,4058
6/1/2020,1737,تسوية مستخلصات الميزانيه 30/6/2020,مول غرب الشروق,مول غرب الشروق,المقاولات,5459.05,4036
6/1/2020,1738,تسوية مستخلصات الميزانيه 30/6/2020 ,تشطيبات مول غرب الشروق,تشطيبات مول غرب الشروق,المقاولات,7786070.48,4062
6/1/2020,1739,تسوية مستخلصات الميزانيه 30/6/2020 ,كهرباء مول غرب الشروق,كهرباء مول غرب الشروق,المقاولات,3657735.47,4073
6/1/2020,1740,تسوية مستخلصات الميزانيه 30/6/2020 ,مصارف البكاتوش,مصارف البكاتوش,المقاولات,729454.75,4057
6/1/2020,1741,تسوية مستخلصات الميزانيه 30/6/2020 ,57ع. رؤية,57ع. رؤية,المقاولات,3881818,4023
6/1/2020,1742,تسوية مستخلصات الميزانيه 30/6/2020 ,مول ستون ستريت,مول ستون ستريت,المقاولات,1390000,4075
6/1/2020,1743,تسوية مستخلصات الميزانيه 30/6/2020 ,22عمارة القاهرة,22عمارة القاهرة,المقاولات,1016455,4082
6/1/2020,1744,تسوية مستخلصات الميزانيه 30/6/2020 ,9 سكوير,9 سكوير,المقاولات,6165893.3,4025
6/1/2020,1745,تسوية مستخلصات الميزانيه 30/6/2020 ,10ع. الوادي,10ع. الوادي,المقاولات,2237221.3,4024
6/1/2020,1746,تسوية مستخلصات الميزانيه 30/6/2020 ,مبنى خدمات الفحص الفني - بورسعيد,مبنى خدمات الفحص الفني - بورسعيد,المقاولات,9101840.76,4079
6/1/2020,1747,تسوية مستخلصات الميزانيه 30/6/2020 ,كوبرى الكابلات - عمر المختار,كوبرى الكابلات - عمر المختار,المقاولات,19452581.48,4076
6/1/2020,1748,تسوية مستخلصات الميزانيه 30/6/2020 ,كوبرى الحى العاشر 1,كوبرى الحى العاشر 1,المقاولات,48135070.48,4078
6/1/2020,1749,تسوية المستخلص الختامي قبل الصرف,كوبرى القنطرة الجنوبى - بور سعيد,كوبرى القنطرة الجنوبى - بور سعيد,المقاولات,4761904.76,4074
6/1/2020,1750,تسوية مستخلصات الميزانيه 30/6/2020 ,المجزر الى,المجزر الى,المقاولات,-320158.7,4040
6/1/2020,1750,تسوية مستخلصات الميزانيه 30/6/2020 ,المجزر الى,المجزر الى,المقاولات,310774.41,4040
6/1/2020,1751,تسوية مستخلصات الميزانيه 30/6/2020 ,محطة الريسه,محطة الريسه,المقاولات,2402247.39,4056
6/1/2020,1752,تسوية مستخلصات الميزانيه 30/6/2020 ,محطه قريه الريد,محطه قريه الريد,المقاولات,3277834.39,4010
6/1/2020,1753,تسوية مستخلصات الميزانيه 30/6/2020 ,محطه صدر الحيطان,محطه صدر الحيطان,المقاولات,3132058.89,4009
6/1/2020,1754,تسوية مستخلصات الميزانيه 30/6/2020 ,الاسماعيليه الجديده,8ع الحى الثانى 173م - الاسماعيليه ,المقاولات,570185.71,4065
6/1/2020,1755,تسوية مستخلصات الميزانيه 30/6/2020 ,الاسماعيليه الجديده,2ع الحى الثانى 160م - الاسماعيليه ,المقاولات,4380.95,4069
6/1/2020,1756,تسوية مستخلصات الميزانيه 30/6/2020 ,الاسماعيليه الجديده,4ع الحى الرابع 173م - الاسماعيليه ,المقاولات,-104230.95,4070
6/1/2020,1757,تسوية مستخلصات الميزانيه 30/6/2020 ,الاسماعيليه الجديده,4ع الحى الرابع 173م - الاسماعيليه ,المقاولات,192471.94,4070
6/1/2020,1758,تسوية مستخلصات الميزانيه 30/6/2020 ,الاسماعيليه الجديده,7ع الحى الخامس 173م - الاسماعيليه ,المقاولات,1345426.38,4066
6/1/2020,1759,تسوية مستخلصات الميزانيه 30/6/2020 ,الاسماعيليه الجديده,20ع الحى الثانى 160م - الاسماعيليه ,المقاولات,1911005.24,4067
6/1/2020,1760,تسوية مستخلصات الميزانيه 30/6/2020 ,الاسماعيليه الجديده,4ع الحى الثانى 160م - الاسماعيليه ,المقاولات,112554.29,4068
6/1/2020,1848,اثبات مبيعات مساحات متنوعه ,كارفور- دارنا ( وحدات مباعه ),كارفور- دارنا ( وحدات مباعه ),الاستثمار العقارى,131929000,7001
6/1/2020,1849,اثبات مبيعات عدد 10 باكيات ,جراج عمارة 14 دارنا ( وحدات مباعه ),جراج عمارة 14 دارنا ( وحدات مباعه ),الاستثمار العقارى,468000,7006
6/1/2020,1850,اثبات مبيعات عدد 2 مسطح بجراج مول دارنا,كارفور- دارنا ( وحدات مباعه ),كارفور- دارنا ( وحدات مباعه ),الاستثمار العقارى,250000,7001
6/1/2020,1851,اثبات ملحق بالزياده في قيمه الوحده , الشمس 70 ( وحدات مباعه ), الشمس 70 ( وحدات مباعه ),الاستثمار العقارى,28000,7004
6/1/2020,1852,اثبات ملحق بالزياده في قيمه الوحده ,نزهة العبور ( وحدات مباعه ),نزهة العبور ( وحدات مباعه ),الاستثمار العقارى,15475,7007
6/1/2020,1853,اثبات تحوي لجزء من الايراد المؤجل لايرادات الاستثمار العقارى ,كارفور- دارنا ( وحدات مباعه ),كارفور- دارنا ( وحدات مباعه ),الاستثمار العقارى,328830,7001
6/1/2020,1854,اثبات تحوي لجزء من الايراد المؤجل لايرادات الاستثمار العقارى , الشمس 70 ( وحدات مباعه ), الشمس 70 ( وحدات مباعه ),الاستثمار العقارى,82619,7004
6/1/2020,1855,اثبات تحوي لجزء من الايراد المؤجل لايرادات الاستثمار العقارى ,الريهام ( وحدات مباعه ),الريهام ( وحدات مباعه ),الاستثمار العقارى,3771,7005
6/1/2020,1856,اثبات تحوي لجزء من الايراد المؤجل لايرادات الاستثمار العقارى ,نزهة العبور ( وحدات مباعه ),نزهة العبور ( وحدات مباعه ),الاستثمار العقارى,19134,7007
6/1/2020,1857,اثبات تحوي لجزء من الايراد المؤجل لايرادات الاستثمار العقارى ,رؤية ( وحدات مباعه ),رؤية ( وحدات مباعه ),الاستثمار العقارى,143910,7003
6/1/2020,1858,اثبات تحوي لجزء من الايراد المؤجل لايرادات الاستثمار العقارى ,جراج عمارة 14 دارنا ( وحدات مباعه ),جراج عمارة 14 دارنا ( وحدات مباعه ),الاستثمار العقارى,8832,7006
6/1/2020,1859,اثبات تحوي لجزء من الايراد المؤجل لايرادات الاستثمار العقارى ,كارفور- دارنا ( وحدات مباعه ),كارفور- دارنا ( وحدات مباعه ),الاستثمار العقارى,4316984,7001
6/1/2020,1860,اثبات تحوي لجزء من الايراد المؤجل لايرادات الاستثمار العقارى ,نزهة العبور ( وحدات مباعه ),نزهة العبور ( وحدات مباعه ),الاستثمار العقارى,90000,7007
6/1/2020,1861,اثبات خصم تعجيل السداد للعميل مرفت فوزى,رؤية ( وحدات مباعه ),رؤية ( وحدات مباعه ),الاستثمار العقارى,-10000,7003
6/1/2020,1862,اثبات خصم تعجيل السداد أقساط,رؤية ( وحدات مباعه ),رؤية ( وحدات مباعه ),الاستثمار العقارى,-2420,7003
6/1/2020,1867,تصحيح ماتم قيده بالخطأ خلال الربع الأول من عام 2020 - غرامات تأخير,رؤية ( وحدات مباعه ),رؤية ( وحدات مباعه ),الاستثمار العقارى,-16705,7003
6/1/2020,1906,اثبات خصم تعجيل السداد لعملاء الاستثمار العقارى,كارفور- دارنا ( وحدات مباعه ),كارفور- دارنا ( وحدات مباعه ),الاستثمار العقارى,-280,7001
6/1/2020,1906,اثبات خصم تعجيل السداد لعملاء الاستثمار العقارى,كارفور- دارنا ( وحدات مباعه ),كارفور- دارنا ( وحدات مباعه ),الاستثمار العقارى,-350,7001
6/1/2020,1907,اثبات خصم تعجيل السداد لعملاء الاستثمار العقارى, الشمس 70 ( وحدات مباعه ), الشمس 70 ( وحدات مباعه ),الاستثمار العقارى,-510,7004
6/1/2020,2225,تسوية عملاء مقاولات تسوية مستخلص ميزانيه 30/6/2020,مبنى خدمات الفحص الفني - بورسعيد,مبنى خدمات الفحص الفني - بورسعيد,المقاولات,476190.48,4079
6/1/2020,2226,تسوية عملاء مقاولات تسوية مستخلص ميزانيه 30/6/2020,22عمارة القاهرة,22عمارة القاهرة,المقاولات,400000,4082
6/1/2020,,,عملية سارى - مقاولات,عملية سارى - مقاولات,تكاليف السعوديه,8756830,8001
7/1/2020,1261,تسوية عملاء مقاولات - تسوية مستخلص جارى 1 بعد الصرف,مبنى خدمات الفحص الفني - بورسعيد,مبنى خدمات الفحص الفني - بورسعيد,المقاولات,838459.24,4079
7/1/2020,1292,مبيعات خرسانه . الجيزه,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,92570.18,3001
7/1/2020,1293,مبيعات خرسانه . الميدان,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,20543.86,3001
7/1/2020,1294,مبيعات خرسانه . الوادى,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,93543.86,3001
7/1/2020,1295,مبيعات خرسانه . نحو,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,4789.47,3001
7/1/2020,1296,مبيعات خرسانه . AHM,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,124631.58,3001
7/1/2020,1297,مبيعات خرسانه . بنادر,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,16745.61,3001
7/1/2020,1298,مبيعات خرسانه . القاهره,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,138026.32,3001
7/1/2020,1299,مبيعات خرسانه . سكوير,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,92135.96,3001
7/1/2020,1300,مبيعات خرسانه . الميدان,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,3842.11,3001
7/1/2020,1301,مبيعات خرسانه . الوادى,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,182482.46,3001
7/1/2020,1302,مبيعات خرسانه . نحو,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,92464.91,3001
7/1/2020,1303,مبيعات خرسانه . DCI,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,94649.12,3001
7/1/2020,1304,مبيعات خرسانه . بنادر,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,10921.05,3001
7/1/2020,1305,مبيعات خرسانه . القاهره,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,181833.33,3001
7/1/2020,1306,مبيعات خرسانه . سكوير,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,11285.09,3001
7/1/2020,1307,مبيعات خرسانه . الجيزه,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,41500,3001
7/1/2020,1308,مبيعات خرسانه . الميدان,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,123855.26,3001
7/1/2020,1309,مبيعات خرسانه . الوادى,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,157543.86,3001
7/1/2020,1310,مبيعات خرسانه . A.H.M,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,12377.19,3001
7/1/2020,1311,مبيعات خرسانه . هاى ايجي,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,41052.63,3001
7/1/2020,1312,مبيعات خرسانه . بنادر ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,103964.91,3001
7/1/2020,1313,مبيعات خرسانه . القاهره ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,18166.67,3001
7/1/2020,1481,مبيعات خرسانه . الوادى,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,38421.05,3001
7/1/2020,1487,مبيعات خرسانه . نقدي,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,3421.05,3001
8/1/2020,429,مبيعات خرسانه الجيزه,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,36403.51,3001
8/1/2020,430,مبيعات خرسانه الميدان,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,9925.44,3001
8/1/2020,431,مبيعات خرسانه الوادى,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,14087.72,3001
8/1/2020,432,مبيعات خرسانه القاهره,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,26491.23,3001
8/1/2020,756,مبيعات خرسانه الجيزه,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,81771.93,3001
8/1/2020,757,مبيعات خرسانه الميدان,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,5442.98,3001
8/1/2020,758,مبيعات خرسانه الوادى,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,49872.81,3001
8/1/2020,759,مبيعات خرسانه نحو,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,10557.02,3001
8/1/2020,760,مبيعات خرسانه D.C.I,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,21842.11,3001
8/1/2020,761,مبيعات خرسانه بنادر,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,6842.11,3001
8/1/2020,762,مبيعات خرسانه القاهره,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,28543.86,3001
8/1/2020,763,مبيعات خرسانه سكوير,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,9929.82,3001
8/1/2020,764,مبيعات خرسانه الوادى,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,35964.91,3001
8/1/2020,946,"تسوية عملاء مقاولات - تسوية استقطاعات مستخلص جارى 1,2",مبنى خدمات الفحص الفني - بورسعيد,مبنى خدمات الفحص الفني - بورسعيد,المقاولات,7774926.43,4079
8/1/2020,947,تسوية القيد المقيد بالخطأ في 31/3/2020,محطه قريه الريد,محطه قريه الريد,المقاولات,-3799204,4010
8/1/2020,948,تسوية القيد المقيد بالخطأ في 31/3/2020,محطه صدر الحيطان,محطه صدر الحيطان,المقاولات,-3922884.5,4009
8/1/2020,1081,مبيعات خرسانه ش الجيزه,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,60065.79,3001
8/1/2020,1082,مبيعات خرسانه ش الميدان,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,20122.81,3001
8/1/2020,1083,مبيعات خرسانه ش الوادى,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,95429.82,3001
8/1/2020,1084,مبيعات خرسانه ش بنادر,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,76298.25,3001
8/1/2020,1085,مبيعات خرسانه ش القاهره,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,310263.16,3001
8/1/2020,1086,مبيعات خرسانه ش سكوير,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,29850.88,3001
9/1/2020,1148,مبيعات خرسانه ش الجيزه,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,85184.21,3001
9/1/2020,1149,مبيعات خرسانه ش الميدان,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,175210.53,3001
9/1/2020,1150,مبيعات خرسانه ش الوادى,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,152232.46,3001
9/1/2020,1151,مبيعات خرسانه ش نحو,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,34219.3,3001
9/1/2020,1152,مبيعات خرسانه ش AHM,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,92464.91,3001
9/1/2020,1153,مبيعات خرسانه ش هاي ايجي,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,43684.21,3001
9/1/2020,1154,مبيعات خرسانه ش  بنادر,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,44184.21,3001
9/1/2020,1155,مبيعات خرسانه ش  القاهره,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,196666.67,3001
9/1/2020,1156,مبيعات خرسانه ش  سكوير,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,85864.04,3001
9/1/2020,1335,اثبات مبيعات عدد 2 باكيه بجراج عمارة 14,جراج عمارة 14 دارنا ( وحدات مباعه ),جراج عمارة 14 دارنا ( وحدات مباعه ),الاستثمار العقارى,90000,7006
9/1/2020,1336,اثبات ايراد استثمار عقارى نابع عن ملحق عقد بالزيااده في قيمه الوحده 4 عمارة 21,كارفور- دارنا ( وحدات مباعه ),كارفور- دارنا ( وحدات مباعه ),الاستثمار العقارى,235650,7001
9/1/2020,1337,اثبات ايراد استثمار عقارى نابع عن ملحق عقد بالزيااده في قيمه الوحده 602 عمارة 30,كارفور- دارنا ( وحدات مباعه ),كارفور- دارنا ( وحدات مباعه ),الاستثمار العقارى,83524,7001
9/1/2020,1338,اثبات ايراد استثمار عقارى نابع عن ملحق عقد بالزيااده في قيمه الوحده 303 عمارة 36,كارفور- دارنا ( وحدات مباعه ),كارفور- دارنا ( وحدات مباعه ),الاستثمار العقارى,66745,7001
9/1/2020,1339,اثبات ايراد استثمار عقارى نابع عن ملحق عقد بالزيااده في قيمه الوحده 102 عمارة 3,الريهام ( وحدات مباعه ),الريهام ( وحدات مباعه ),الاستثمار العقارى,21465,7005
9/1/2020,1341,الغاء عقد بيع باكيه 114 بالجراج ,جراج عمارة 14 دارنا ( وحدات مباعه ),جراج عمارة 14 دارنا ( وحدات مباعه ),الاستثمار العقارى,-47756,7006
9/1/2020,1347,اثبات خصم تعجيل السداد الممنوح لعملاء الاستثمار العقارى خلال الربع الثالث,كارفور- دارنا ( وحدات مباعه ),كارفور- دارنا ( وحدات مباعه ),الاستثمار العقارى,-1285,7001
9/1/2020,1347,اثبات خصم تعجيل السداد الممنوح لعملاء الاستثمار العقارى خلال الربع الثالث,كارفور- دارنا ( وحدات مباعه ),كارفور- دارنا ( وحدات مباعه ),الاستثمار العقارى,-470,7001
9/1/2020,1347,اثبات خصم تعجيل السداد الممنوح لعملاء الاستثمار العقارى خلال الربع الثالث, الشمس 70 ( وحدات مباعه ), الشمس 70 ( وحدات مباعه ),الاستثمار العقارى,-1310,7004
9/1/2020,1347,اثبات خصم تعجيل السداد الممنوح لعملاء الاستثمار العقارى خلال الربع الثالث,رؤية ( وحدات مباعه ),رؤية ( وحدات مباعه ),الاستثمار العقارى,-7931,7003
9/1/2020,1348,اثبات خصم تعجيل السداد الممنوح لعملاء الاستثمار العقارى خلال الربع الثالث,رؤية ( وحدات مباعه ),رؤية ( وحدات مباعه ),الاستثمار العقارى,-14156,7003
9/1/2020,1350,اثبات تحويل جرء من الايراد المؤجل لايراد الاستثمار العقارى خلال الربع الثالث,كارفور- دارنا ( وحدات مباعه ),كارفور- دارنا ( وحدات مباعه ),الاستثمار العقارى,295653,7001
9/1/2020,1350,اثبات تحويل جرء من الايراد المؤجل لايراد الاستثمار العقارى خلال الربع الثالث, الشمس 70 ( وحدات مباعه ), الشمس 70 ( وحدات مباعه ),الاستثمار العقارى,69894,7004
9/1/2020,1350,اثبات تحويل جرء من الايراد المؤجل لايراد الاستثمار العقارى خلال الربع الثالث,الريهام ( وحدات مباعه ),الريهام ( وحدات مباعه ),الاستثمار العقارى,4332,7005
9/1/2020,1350,اثبات تحويل جرء من الايراد المؤجل لايراد الاستثمار العقارى خلال الربع الثالث,نزهة العبور ( وحدات مباعه ),نزهة العبور ( وحدات مباعه ),الاستثمار العقارى,18744,7007
9/1/2020,1350,اثبات تحويل جرء من الايراد المؤجل لايراد الاستثمار العقارى خلال الربع الثالث,رؤية ( وحدات مباعه ),رؤية ( وحدات مباعه ),الاستثمار العقارى,118137,7003
9/1/2020,1350,اثبات تحويل جرء من الايراد المؤجل لايراد الاستثمار العقارى خلال الربع الثالث,جراج عمارة 14 دارنا ( وحدات مباعه ),جراج عمارة 14 دارنا ( وحدات مباعه ),الاستثمار العقارى,4158,7006
9/1/2020,1350,اثبات تحويل جرء من الايراد المؤجل لايراد الاستثمار العقارى خلال الربع الثالث,كارفور- دارنا ( وحدات مباعه ),كارفور- دارنا ( وحدات مباعه ),الاستثمار العقارى,50749,7001
9/1/2020,1351,تسوية استثمار عقارى - الغاء قيد ملحق العقد الخاص بالوحده,رؤية ( وحدات مباعه ),رؤية ( وحدات مباعه ),الاستثمار العقارى,-166983,7003
9/1/2020,1435,تسوية عملاء مقاولات تسوية المستخلص الختامي - قبل الصرف,محطة الريسه,محطة الريسه,المقاولات,390000.02,4056
9/1/2020,1436,تسوية عملاء مقاولات تسوية المستخلص الختامي - قبل الصرف,محطه صدر الحيطان,محطه صدر الحيطان,المقاولات,468500,4009
9/1/2020,1438,تسوية عملاء مقاولات تسوية مستخلص ميزانيه 2020/9/30,العاصمه الادرايه,العاصمه الادرايه,المقاولات,26269342.09,4058
9/1/2020,1439,تسوية عملاء مقاولات تسوية مستخلص ميزانيه 2020/9/30,كوبرى الحى العاشر 1,كوبرى الحى العاشر 1,المقاولات,11882262.32,4078
9/1/2020,1440,تسوية عملاء مقاولات تسوية مستخلص ميزانيه 2020/9/30,كوبرى الكابلات - عمر المختار,كوبرى الكابلات - عمر المختار,المقاولات,5227205.09,4076
9/1/2020,1441,تسوية عملاء مقاولات تسوية مستخلص ميزانيه 2020/9/30,مول ستون ستريت,مول ستون ستريت,المقاولات,5057342,4075
9/1/2020,1442,تسوية عملاء مقاولات تسوية مستخلص ميزانيه 2020/9/30,تشطيبات مول غرب الشروق,تشطيبات مول غرب الشروق,المقاولات,2375913.71,4062
9/1/2020,1443,تسوية عملاء مقاولات تسوية مستخلص ميزانيه 2020/9/30,كهرباء مول غرب الشروق,كهرباء مول غرب الشروق,المقاولات,2897644.33,4073
9/1/2020,1444,تسوية عملاء مقاولات تسوية مستخلص ميزانيه 2020/9/30,57ع. رؤية,57ع. رؤية,المقاولات,12140143.99,4023
9/1/2020,1445,تسوية عملاء مقاولات تسوية مستخلص ميزانيه 2020/9/30,22عمارة القاهرة,22عمارة القاهرة,المقاولات,3163475.74,4082
9/1/2020,1446,تسوية عملاء مقاولات تسوية مستخلص ميزانيه 2020/9/30,9 سكوير,9 سكوير,المقاولات,591673.9,4025
9/1/2020,1447,تسوية عملاء مقاولات تسوية مستخلص ميزانيه 2020/9/30,10ع. الوادي,10ع. الوادي,المقاولات,221117.3,4024
9/1/2020,1448,تسوية عملاء مقاولات تسوية مستخلص ميزانيه 2020/9/30,كوبرى طه حسين,كوبرى طه حسين,المقاولات,22302534.43,4083
9/1/2020,1449,تسوية عملاء مقاولات تسوية مستخلص ميزانيه 2020/9/30,الاسماعيليه الجديده,20ع الحى الثانى 160م - الاسماعيليه ,المقاولات,2498787.14,4067
9/1/2020,1450,تسوية عملاء مقاولات تسوية مستخلص ميزانيه 2020/9/30,الاسماعيليه الجديده,7ع الحى الخامس 173م - الاسماعيليه ,المقاولات,522852.95,4066
9/1/2020,1451,تسوية عملاء مقاولات تسوية مستخلص ميزانيه 2020/9/30,الاسماعيليه الجديده,4ع الحى الرابع 173م - الاسماعيليه ,المقاولات,225749.96,4070
9/1/2020,1452,تسوية عملاء مقاولات تسوية مستخلص ميزانيه 2020/9/30,الاسماعيليه الجديده,4ع الحى الرابع 173م - الاسماعيليه ,المقاولات,219051.9,4070
9/1/2020,1453,تسوية عملاء مقاولات تسوية مستخلص ميزانيه 2020/9/30,الاسماعيليه الجديده,8ع الحى الثانى 173م - الاسماعيليه ,المقاولات,54106.67,4065
9/1/2020,1454,تسوية عملاء مقاولات تسوية مستخلص ميزانيه 2020/9/30,الاسماعيليه الجديده,4ع الحى الثانى 160م - الاسماعيليه ,المقاولات,186427.62,4068
9/1/2020,1455,تسوية عملاء مقاولات تسوية مستخلص ميزانيه 2020/9/30,الاسماعيليه الجديده,2ع الحى الثانى 160م - الاسماعيليه ,المقاولات,28179.05,4069
9/1/2020,1456,تسوية عملاء مقاولات تسوية مستخلص ميزانيه 2020/9/30,محطة معالجة مياه الصرف بجبال السخنة,محطة معالجة مياه الصرف بجبال السخنة,المقاولات,5509400,4086
9/1/2020,1457,تسوية عملاء مقاولات تسوية مستخلص ميزانيه 2020/9/30,محطة الريسه,محطة الريسه,المقاولات,720708.66,4056
9/1/2020,1458,تسوية عملاء مقاولات تسوية مستخلص ميزانيه 2020/9/30,محطه صدر الحيطان,محطه صدر الحيطان,المقاولات,3339409.43,4009
