Date,No.,Note,Cost Center,Amount,TYPE,Type 2
1-Apr-23,419,طيبه للتجاره والتوريدات,الفحص الفني - سوهاج,10373.40,Cash Out,Cash Out
1-Apr-23,545,الشرق الاوسط للهندسه والتكييف م2,الفحص الفني - سوهاج,776198.00,Cash Out,Cash Out
1-May-23,53,معتز شوقي احمد,الفحص الفني - سوهاج,3670.00,Cash Out,Cash Out
1-May-23,187,المجد للمقاولات م11,الفحص الفني - سوهاج,50000.00,Cash Out,Cash Out
1-Mar-21,1094,الهندسيه للمقاولات م1,دار الايتام - العبور,68350.00,Cash Out,Cash Out
1-May-21,21,بافيليون اركينكتس للاستشارات,دار الايتام - العبور,51360.00,Cash Out,Cash Out
1-Jun-21,211,زيداكو للمقاولات سلفه,دار الايتام - العبور,40000.00,Cash Out,Cash Out
1-Jun-21,916,مكه لتجارة مواد البناء,دار الايتام - العبور,157557.68,Cash Out,Cash Out
1-Jul-21,119,بافيليون اركيتكش للاستشارات,دار الايتام - العبور,26750.00,Cash Out,Cash Out
1-Jul-21,273,الاندلس للمقاولات والتوريدات م2,دار الايتام - العبور,113035.00,Cash Out,Cash Out
1-Jul-21,274,زيداكو م2,دار الايتام - العبور,72035.00,Cash Out,Cash Out
1-Aug-21,64,بافيليون اركيتكس للاستشارات,دار الايتام - العبور,26750.00,Cash Out,Cash Out
1-Aug-21,174,محمد عواد,دار الايتام - العبور,37880.00,Cash Out,Cash Out
1-Aug-21,406,الاندلس للمقاولات العموميه م2.1,دار الايتام - العبور,37697.00,Cash Out,Cash Out
1-Aug-21,480,محمد عواد,دار الايتام - العبور,32509.93,Cash Out,Cash Out
31-Aug-21,,الخرسانة المحولة من محطة رؤية,دار الايتام - العبور,769675.00,Cash Out,خرسانة
1-Sep-21,329,الامير زوميت افرام م2,دار الايتام - العبور,60000.00,Cash Out,Cash Out
1-Sep-21,893,الامير زوميت افرام دفعه,دار الايتام - العبور,58914.00,Cash Out,Cash Out
1-Sep-21,897,الاندلس للمقاولات العموميه م3,دار الايتام - العبور,100000.00,Cash Out,Cash Out
30-Sep-21,,حديد المصريين,دار الايتام - العبور,3263747.66,Cash Out,حديد المصريين
30-Sep-21,,الخرسانة المحولة من محطة رؤية,دار الايتام - العبور,281707.50,Cash Out,خرسانة
1-Oct-21,211,بافيليون اركيتكتس للاستشارات,دار الايتام - العبور,26750.00,Cash Out,Cash Out
1-Oct-21,307,ايجيبت تكنولوجي,دار الايتام - العبور,10500.00,Cash Out,Cash Out
1-Oct-21,308,ماجيك اير لاعمال التكييف,دار الايتام - العبور,11399.12,Cash Out,Cash Out
1-Oct-21,336,الامير زوميت م3,دار الايتام - العبور,100000.00,Cash Out,Cash Out
1-Oct-21,358,النيل للتجاره والتوريدات,دار الايتام - العبور,14261.40,Cash Out,Cash Out
1-Oct-21,390,الاندلس للمقاولات والتوريدات م3,دار الايتام - العبور,25000.00,Cash Out,Cash Out
31-Oct-21,,الخرسانة المحولة من محطة الشروق,دار الايتام - العبور,314160.00,Cash Out,خرسانة
1-Nov-21,499,الامير زوميت م4,دار الايتام - العبور,100000.00,Cash Out,Cash Out
1-Nov-21,675,الراعي للاعمال الهندسيه,دار الايتام - العبور,27982.50,Cash Out,Cash Out
1-Nov-21,1337,الامير زوميت م4,دار الايتام - العبور,133795.00,Cash Out,Cash Out
30-Nov-21,,الخرسانة المحولة من محطة الشروق,دار الايتام - العبور,186480.00,Cash Out,خرسانة
1-Dec-21,348,الامير زوميت افرام م5,دار الايتام - العبور,70000.00,Cash Out,Cash Out
31-Dec-21,,الخرسانة المحولة من محطة الشروق,دار الايتام - العبور,51645.00,Cash Out,خرسانة
1-Jan-22,76,الامير زوميت افرام م5,دار الايتام - العبور,52004.00,Cash Out,Cash Out
1-Jan-22,601,الفاطم للتصدير والتوريدات م1,دار الايتام - العبور,36363.00,Cash Out,Cash Out
31-Jan-22,,الخرسانة المحولة من محطة الشروق,دار الايتام - العبور,294510.00,Cash Out,خرسانة
1-Feb-22,747,النور للمقاولات م1,دار الايتام - العبور,37695.00,Cash Out,Cash Out
1-Feb-22,749,الفاطم للتصدير والتوريدات م2,دار الايتام - العبور,110262.00,Cash Out,Cash Out
1-Feb-22,759,الامير زوميت م7,دار الايتام - العبور,59566.00,Cash Out,Cash Out
1-Feb-22,970,النور للمقاولات م2,دار الايتام - العبور,91013.00,Cash Out,Cash Out
1-Feb-22,,الخرسانة المحولة من محطة الشروق,دار الايتام - العبور,311280.00,Cash Out,خرسانة
1-Mar-22,57,الفاطم للتصدير م3,دار الايتام - العبور,93323.00,Cash Out,Cash Out
1-Mar-22,77,داود عبدالوهاب ,دار الايتام - العبور,33267.62,Cash Out,Cash Out
1-Mar-22,392,احمد ابراهيم محمود م4,دار الايتام - العبور,88814.00,Cash Out,Cash Out
1-Mar-22,823,الفاطم للتصدير والتوريدات م1,دار الايتام - العبور,73921.00,Cash Out,Cash Out
1-Mar-22,848,الامير زوميت افرام م8,دار الايتام - العبور,55400.00,Cash Out,Cash Out
1-Apr-22,398,التمساح للمقاولات م1,دار الايتام - العبور,44221.00,Cash Out,Cash Out
1-Apr-22,399,الفاطم للتصدير م2,دار الايتام - العبور,99971.00,Cash Out,Cash Out
1-Apr-22,400,الفاطم للتصدير م5,دار الايتام - العبور,61883.00,Cash Out,Cash Out
1-Apr-22,401,النور للمقاولات م3,دار الايتام - العبور,200000.00,Cash Out,Cash Out
1-Apr-22,958,التمساح للمقاولات م2,دار الايتام - العبور,106380.00,Cash Out,Cash Out
1-Apr-22,960,الفاطم للتصدير م6,دار الايتام - العبور,75204.00,Cash Out,Cash Out
1-Apr-22,962,الامير زوميت افرام م9,دار الايتام - العبور,93500.00,Cash Out,Cash Out
1-Apr-22,964,الفاطم للتصدير م3,دار الايتام - العبور,131713.00,Cash Out,Cash Out
1-Apr-22,1031,الاندلس للمقاولات العموميه م3,دار الايتام - العبور,16000.00,Cash Out,Cash Out
1-Apr-22,,الخرسانة المحولة من محطة الشروق,دار الايتام - العبور,159975.00,Cash Out,خرسانة
1-Jun-22,792,الامير زوميت افرام م 9,دار الايتام - العبور,49794.00,Cash Out,Cash Out
1-Jun-22,,الخرسانة المحولة من محطة الشروق,دار الايتام - العبور,143385.00,Cash Out,خرسانة
1-Jul-22,186,الفاطم للتصدير م5,دار الايتام - العبور,134612.00,Cash Out,Cash Out
1-Jul-22,201,النور للمقاولات م4,دار الايتام - العبور,105557.00,Cash Out,Cash Out
1-Jul-22,204,الاندلس للمقاولات العموميه م1,دار الايتام - العبور,51872.00,Cash Out,Cash Out
1-Jul-22,257,التمساح للمقاولات م3,دار الايتام - العبور,79010.00,Cash Out,Cash Out
1-Jul-22,553,ابا المزاحم التجاريه,دار الايتام - العبور,590895.00,Cash Out,Cash Out
1-Aug-22,105,الامير زوميت افرام م10,دار الايتام - العبور,44887.00,Cash Out,Cash Out
1-Aug-22,,الخرسانة المحولة من محطة الشروق,دار الايتام - العبور,95985.00,Cash Out,خرسانة
1-Sep-22,399,عزام استيل لتجارة الحديد,دار الايتام - العبور,3420.00,Cash Out,Cash Out
1-Sep-22,678,السيد الشحات جنيدى,دار الايتام - العبور,78705.00,Cash Out,Cash Out
1-Sep-22,1133,دار الخبره م1,دار الايتام - العبور,163490.00,Cash Out,Cash Out
1-Oct-22,93,فيوتشر للتوريدات,دار الايتام - العبور,76275.00,Cash Out,Cash Out
1-Oct-22,177,التمساح للمقاولات م1,دار الايتام - العبور,79036.00,Cash Out,Cash Out
1-Oct-22,178,الفاطم للتصدير م7,دار الايتام - العبور,41157.00,Cash Out,Cash Out
1-Oct-22,384,الفاطم للتصدير والتوريدات م6,دار الايتام - العبور,50000.00,Cash Out,Cash Out
1-Oct-22,401,محمد كمال مصطفي م1,دار الايتام - العبور,49012.00,Cash Out,Cash Out
1-Oct-22,,الخرسانة المحولة من محطة الشروق,دار الايتام - العبور,50220.00,Cash Out,خرسانة
1-Nov-22,298,ابا المزاحم التجاريه,دار الايتام - العبور,37086.41,Cash Out,Cash Out
1-Nov-22,562,سيراميكا كليوباترا جروب,دار الايتام - العبور,344325.10,Cash Out,Cash Out
1-Nov-22,663,محمد كمال مصطفي م2,دار الايتام - العبور,105610.00,Cash Out,Cash Out
1-Nov-22,883,التمساح للمقاولات م4,دار الايتام - العبور,116907.00,Cash Out,Cash Out
1-Nov-22,1117,الفاطم للتصدير والتوريدات م6,دار الايتام - العبور,71005.00,Cash Out,Cash Out
1-Dec-22,79,محمد طه محمد,دار الايتام - العبور,22312.50,Cash Out,Cash Out
1-Jan-22,132,عبدالمنعم احمد احمد,سجن سوهاج المطور,100000.00,Cash Out,Cash Out
1-Jan-22,132,عبدالمنعم احمد احمد,سجن سوهاج المطور,100000.00,Cash Out,Cash Out
1-Jan-22,458,جهاز تنمية اخميم الجديده,سجن سوهاج المطور,393820.00,Cash Out,Cash Out
1-Jan-22,964,عبدالمنعم احمد احمد,سجن سوهاج المطور,150000.00,Cash Out,Cash Out
1-Jan-22,,,سجن سوهاج المطور,54949.36,Cash Out,اجور
1-Feb-22,37,محمد احمد داود,سجن سوهاج المطور,524400.00,Cash Out,Cash Out
1-Feb-22,68,عبدالمنعم احمد احمد,سجن سوهاج المطور,50000.00,Cash Out,Cash Out
1-Feb-22,219,اعمار الصفوه للمقاولات سلفه,سجن سوهاج المطور,500000.00,Cash Out,Cash Out
1-Feb-22,307,عبدالمنعم احمد احمد,سجن سوهاج المطور,400000.00,Cash Out,Cash Out
1-Feb-22,309,عبدالمنعم احمد احمد,سجن سوهاج المطور,600000.00,Cash Out,Cash Out
1-Feb-22,558,عبدالمنعم احمد احمد,سجن سوهاج المطور,300000.00,Cash Out,Cash Out
1-Feb-22,632,محمود حسن محمود سلفه,سجن سوهاج المطور,150000.00,Cash Out,Cash Out
1-Feb-22,633,محمود حسن محمود م1,سجن سوهاج المطور,791517.00,Cash Out,Cash Out
1-Feb-22,825,ايجيبت تكنولوجي,سجن سوهاج المطور,50000.00,Cash Out,Cash Out
1-Feb-22,931,محمود حسن محمود م2,سجن سوهاج المطور,1000000.00,Cash Out,Cash Out
1-Feb-22,,حديد المصريين,سجن سوهاج المطور,6425097.69,Cash Out,حديد المصريين
1-Feb-22,,,سجن سوهاج المطور,77188.59,Cash Out,اجور
1-Mar-22,6,عبدالمنعم احمد احمد,سجن سوهاج المطور,150000.00,Cash Out,Cash Out
1-Mar-22,13,المتحده للتجارة والنقل,سجن سوهاج المطور,150436.30,Cash Out,Cash Out
1-Mar-22,26,المتحده للتجارة والنقل,سجن سوهاج المطور,300000.00,Cash Out,Cash Out
1-Mar-22,104,عبدالمنعم احمد احمد,سجن سوهاج المطور,900000.00,Cash Out,Cash Out
1-Mar-22,105,عبدالمنعم احمد احمد,سجن سوهاج المطور,150000.00,Cash Out,Cash Out
1-Mar-22,212,الصقر للتعمير,سجن سوهاج المطور,1000000.00,Cash Out,Cash Out
1-Mar-22,219,المتحده للتجاره والنقل,سجن سوهاج المطور,700000.00,Cash Out,Cash Out
1-Mar-22,221,ديتاك للخرسانه,سجن سوهاج المطور,315000.00,Cash Out,Cash Out
1-Mar-22,399,محمود حسن محمود م2,سجن سوهاج المطور,585674.00,Cash Out,Cash Out
1-Mar-22,406,احمد ماهر محمد دفعه,سجن سوهاج المطور,100000.00,Cash Out,Cash Out
1-Mar-22,743,المتحده للتجارة والنقل,سجن سوهاج المطور,700000.00,Cash Out,Cash Out
1-Mar-22,800,جمعية الولاء لضباط الشرطه,سجن سوهاج المطور,809280.00,Cash Out,Cash Out
1-Mar-22,835,احمد ماهر محمد م1,سجن سوهاج المطور,147369.00,Cash Out,Cash Out
1-Mar-22,920,الصقر للتعمير والتوريدات,سجن سوهاج المطور,1259163.80,Cash Out,Cash Out
1-Mar-22,1051,يثرب للخرسانه,سجن سوهاج المطور,287607.60,Cash Out,Cash Out
1-Mar-22,1058,عبدالمنعم احمد احمد,سجن سوهاج المطور,300000.00,Cash Out,Cash Out
1-Mar-22,1061,عبدالمنعم احمد احمد,سجن سوهاج المطور,46000.00,Cash Out,Cash Out
1-Mar-22,1115,ايجيبت تكنولوجي,سجن سوهاج المطور,60305.01,Cash Out,Cash Out
1-Mar-22,1118,اسيكو للخرسانه ,سجن سوهاج المطور,219907.80,Cash Out,Cash Out
1-Mar-22,1124,الصقر للتعمير والتوريدات,سجن سوهاج المطور,800000.00,Cash Out,Cash Out
1-Mar-22,1134,اعمار الصفوه م1,سجن سوهاج المطور,514521.00,Cash Out,Cash Out
1-Mar-22,1136,احمد ماهر محمد م2,سجن سوهاج المطور,528028.00,Cash Out,Cash Out
1-Mar-22,1138,الصقر للتعمير والتوريدات م1,سجن سوهاج المطور,481947.00,Cash Out,Cash Out
1-Mar-22,1171,المتحده للتجاره والنقل,سجن سوهاج المطور,750000.00,Cash Out,Cash Out
1-Mar-22,1175,ماجيك اير لاعمال التكييف,سجن سوهاج المطور,26961.40,Cash Out,Cash Out
1-Mar-22,1214,الفولي للانشاءات سلفه,سجن سوهاج المطور,500000.00,Cash Out,Cash Out
1-Mar-22,,حديد المصريين,سجن سوهاج المطور,1342439.68,Cash Out,حديد المصريين
1-Mar-22,,,سجن سوهاج المطور,389378.67,Cash Out,اجور
1-Apr-22,7,عبدالمنعم احمد احمد,سجن سوهاج المطور,250000.00,Cash Out,Cash Out
1-Apr-22,15,عبدالمنعم احمد احمد,سجن سوهاج المطور,83000.00,Cash Out,Cash Out
1-Apr-22,145,محمود حسن محمود,سجن سوهاج المطور,1030342.50,Cash Out,Cash Out
1-Apr-22,146,الصقر للتعمير,سجن سوهاج المطور,613719.20,Cash Out,Cash Out
1-Apr-22,151,نورا محمود احمد,سجن سوهاج المطور,8349.00,Cash Out,Cash Out
1-Apr-22,204,الصقر للتعمير,سجن سوهاج المطور,607555.80,Cash Out,Cash Out
1-Apr-22,236,عبدالمنعم احمد احمد,سجن سوهاج المطور,90000.00,Cash Out,Cash Out
1-Apr-22,249,حمدى محمود ابراهيم م1,سجن سوهاج المطور,14333.00,Cash Out,Cash Out
1-Apr-22,592,عبدالمنعم احمد احمد,سجن سوهاج المطور,22350.00,Cash Out,Cash Out
1-Apr-22,601,جمعية الولاء لضباط الشرطه,سجن سوهاج المطور,334740.00,Cash Out,Cash Out
1-Apr-22,605,جمعية الولاء لضباط الشرطه,سجن سوهاج المطور,475963.40,Cash Out,Cash Out
1-Apr-22,607,جمعية الولاء لضباط الشرطه,سجن سوهاج المطور,154799.70,Cash Out,Cash Out
1-Apr-22,618,محمود حسن محمود,سجن سوهاج المطور,693000.00,Cash Out,Cash Out
1-Apr-22,654,حمدى محمود ابراهيم م2,سجن سوهاج المطور,23889.00,Cash Out,Cash Out
1-Apr-22,656,الصقر للتعمير م2,سجن سوهاج المطور,197823.00,Cash Out,Cash Out
1-Apr-22,658,مجموعة عمر هاشم م1,سجن سوهاج المطور,193417.00,Cash Out,Cash Out
1-Apr-22,693,الصقر للتعمير ,سجن سوهاج المطور,1101727.40,Cash Out,Cash Out
1-Apr-22,750,يثرب للخرسانه الجاهزه,سجن سوهاج المطور,645184.80,Cash Out,Cash Out
1-Apr-22,812,عبدالمنعم احمد احمد,سجن سوهاج المطور,33200.00,Cash Out,Cash Out
1-Apr-22,813,عبدالمنعم احمد احمد,سجن سوهاج المطور,70000.00,Cash Out,Cash Out
1-Apr-22,821,محمود عبدالحليم علي,سجن سوهاج المطور,2400.00,Cash Out,Cash Out
1-Apr-22,826,حازم احمد محمود,سجن سوهاج المطور,13462.73,Cash Out,Cash Out
1-Apr-22,827,محمد الدسوقي عبده ,سجن سوهاج المطور,15250.00,Cash Out,Cash Out
1-Apr-22,828,محمد كمال رمضان,سجن سوهاج المطور,8450.00,Cash Out,Cash Out
1-Apr-22,860,مصر للمعدات,سجن سوهاج المطور,62376.00,Cash Out,Cash Out
1-Apr-22,917,اعمار الصفوة للاستثمار العقارى دفعه,سجن سوهاج المطور,250000.00,Cash Out,Cash Out
1-Apr-22,918,احمد ماهر محمد م3,سجن سوهاج المطور,365817.00,Cash Out,Cash Out
1-Apr-22,920,اعمار الصفوة للاستثمار العقارى م2,سجن سوهاج المطور,45799.00,Cash Out,Cash Out
1-Apr-22,936,الفولي للانشاءات والتطوير سلفه,سجن سوهاج المطور,200000.00,Cash Out,Cash Out
1-Apr-22,937,الفولي للانشاءات والتطوير سلفه,سجن سوهاج المطور,300000.00,Cash Out,Cash Out
1-Apr-22,1189,خزينة,سجن سوهاج المطور,5000000.00,تحت التسوية,تحت التسوية
1-Apr-22,,حديد المصريين,سجن سوهاج المطور,3539159.69,Cash Out,حديد المصريين
1-Apr-22,,,سجن سوهاج المطور,209891.92,Cash Out,اجور
1-Apr-22,,,سجن سوهاج المطور,104152.84,Cash Out,بنوك
1-May-22,2,عبدالمنعم محمد احمد,سجن سوهاج المطور,200000.00,Cash Out,Cash Out
1-May-22,154,عبدالمنعم محمد احمد,سجن سوهاج المطور,300000.00,Cash Out,Cash Out
1-May-22,261,ميبكون للمقاولات ,سجن سوهاج المطور,1000000.00,Cash Out,Cash Out
1-May-22,318,الصقر للتعمير والمقاولات ,سجن سوهاج المطور,700000.00,Cash Out,Cash Out
1-May-22,320,محمود حسن محمود,سجن سوهاج المطور,1197157.50,Cash Out,Cash Out
1-May-22,331,عبدالمنعم احمد احمد,سجن سوهاج المطور,50000.00,Cash Out,Cash Out
1-May-22,344,احمد ماهر محمد م4,سجن سوهاج المطور,277285.00,Cash Out,Cash Out
1-May-22,356,مجموعة عمر هاشم الاستثماريه م2,سجن سوهاج المطور,200695.00,Cash Out,Cash Out
1-May-22,460,خزينة,سجن سوهاج المطور,5000000.00,تحت التسوية,تحت التسوية
1-May-22,473,خزينة,سجن سوهاج المطور,600000.00,تحت التسوية,تحت التسوية
1-May-22,500,عبدالمنعم احمد احمد,سجن سوهاج المطور,50000.00,Cash Out,Cash Out
1-May-22,514,المتحده للتجاره والنقل,سجن سوهاج المطور,634000.00,Cash Out,Cash Out
1-May-22,524,عبدالمنعم احمد احمد,سجن سوهاج المطور,200000.00,Cash Out,Cash Out
1-May-22,530,حازم احمد محمود,سجن سوهاج المطور,3862.73,Cash Out,Cash Out
1-May-22,531,حازم احمد محمود,سجن سوهاج المطور,3600.00,Cash Out,Cash Out
1-May-22,583,الصقر للتعمير والتةريدات ,سجن سوهاج المطور,500000.00,Cash Out,Cash Out
1-May-22,669,يثرب للخرسانه الجاهزه,سجن سوهاج المطور,285370.20,Cash Out,Cash Out
1-May-22,671,الاخوة للاستيراد وتجارة الاخشاب,سجن سوهاج المطور,227430.00,Cash Out,Cash Out
1-May-22,673,محمود حسن محمود,سجن سوهاج المطور,569250.00,Cash Out,Cash Out
1-May-22,,حديد المصريين,سجن سوهاج المطور,16222884.60,Cash Out,حديد المصريين
1-May-22,,,سجن سوهاج المطور,379958.47,Cash Out,اجور
1-May-22,,,سجن سوهاج المطور,225932.33,Cash Out,بنوك
1-Jun-22,44,الاخوه للاستيراد وتجارة الاخشاب,سجن سوهاج المطور,500000.00,Cash Out,Cash Out
1-Jun-22,50,الصقر للتعمير ,سجن سوهاج المطور,700000.00,Cash Out,Cash Out
1-Jun-22,88,اعمار الصفوه  سلفه,سجن سوهاج المطور,250000.00,Cash Out,Cash Out
1-Jun-22,94,اعمار الصفوه م3,سجن سوهاج المطور,137209.00,Cash Out,Cash Out
1-Jun-22,101,حمدى محمود ابراهيم م3,سجن سوهاج المطور,70165.00,Cash Out,Cash Out
1-Jun-22,112,مجموعة عمر هشام الاستثماريه سلفه,سجن سوهاج المطور,300000.00,Cash Out,Cash Out
1-Jun-22,206,الصقر للتعمير ,سجن سوهاج المطور,500000.00,Cash Out,Cash Out
1-Jun-22,246,كيما فوم,سجن سوهاج المطور,196064.91,Cash Out,Cash Out
1-Jun-22,249,نورا محمود احمد,سجن سوهاج المطور,8349.00,Cash Out,Cash Out
1-Jun-22,293,نتكنوسانيت للاجهزه العلميه,سجن سوهاج المطور,14012.00,Cash Out,Cash Out
1-Jun-22,306,عبدالمنعم احمد احمد,سجن سوهاج المطور,30000.00,Cash Out,Cash Out
1-Jun-22,308,عبدالمنعم احمد احمد,سجن سوهاج المطور,200000.00,Cash Out,Cash Out
1-Jun-22,319,احمد ماهر محمد م5,سجن سوهاج المطور,258584.00,Cash Out,Cash Out
1-Jun-22,356,اسيكو للخرسانه الجاهزه,سجن سوهاج المطور,147445.17,Cash Out,Cash Out
1-Jun-22,363,الصقر للتعمير والتوريدات,سجن سوهاج المطور,509901.20,Cash Out,Cash Out
1-Jun-22,455,سيرفيينج سيستمز,سجن سوهاج المطور,5928.00,Cash Out,Cash Out
1-Jun-22,459,محمود حسن محمود,سجن سوهاج المطور,856350.00,Cash Out,Cash Out
1-Jun-22,510,الصقر للتعمير والتوريدات,سجن سوهاج المطور,1000000.00,Cash Out,Cash Out
1-Jun-22,523,عبدالمنعم احمد احمد,سجن سوهاج المطور,200000.00,Cash Out,Cash Out
1-Jun-22,685,محمود حسن محمود,سجن سوهاج المطور,500940.00,Cash Out,Cash Out
1-Jun-22,730,الصقر للتعمير والتوريدات,سجن سوهاج المطور,500000.00,Cash Out,Cash Out
1-Jun-22,972,عبدالمنعم احمد احمد,سجن سوهاج المطور,45000.00,Cash Out,Cash Out
1-Jun-22,974,عبدالمنعم احمد احمد,سجن سوهاج المطور,250000.00,Cash Out,Cash Out
1-Jun-22,993,محمد حمدى محمد,سجن سوهاج المطور,254454.75,Cash Out,Cash Out
1-Jun-22,1037,الصقر للتعمير والتوريدات,سجن سوهاج المطور,358503.80,Cash Out,Cash Out
1-Jun-22,1039,الصقر للتعمير والتوريدات,سجن سوهاج المطور,768201.75,Cash Out,Cash Out
1-Jun-22,1041,الصقر للتعمير والتوريدات,سجن سوهاج المطور,418723.00,Cash Out,Cash Out
1-Jun-22,1056,يثرب للخرسانه,سجن سوهاج المطور,500000.00,Cash Out,Cash Out
1-Jun-22,1107,احمد ماهر محمد سلفه,سجن سوهاج المطور,100000.00,Cash Out,Cash Out
1-Jun-22,,,سجن سوهاج المطور,664440.13,Cash Out,اجور
1-Jun-22,,,سجن سوهاج المطور,332345.27,Cash Out,بنوك
8-Jun-22,146,خزينة,سجن سوهاج المطور,5000000.00,تحت التسوية,تحت التسوية
1-Jul-22,46,عبدالمنعم احمد احمد,سجن سوهاج المطور,100000.00,Cash Out,Cash Out
1-Jul-22,74,عزام استيل لتجارة الحديد,سجن سوهاج المطور,45970.30,Cash Out,Cash Out
1-Jul-22,90,جمعية الولاء لضباط الشرطه,سجن سوهاج المطور,75446.25,Cash Out,Cash Out
1-Jul-22,91,جمعية الولاء لضباط الشرطه,سجن سوهاج المطور,238315.00,Cash Out,Cash Out
1-Jul-22,129,محمود حسن محمود,سجن سوهاج المطور,569250.00,Cash Out,Cash Out
1-Jul-22,146,الصقر للتعمير ,سجن سوهاج المطور,743421.05,Cash Out,Cash Out
1-Jul-22,147,الصقر للتعمير ,سجن سوهاج المطور,795655.60,Cash Out,Cash Out
1-Jul-22,148,الصقر للتعمير ,سجن سوهاج المطور,300000.00,Cash Out,Cash Out
1-Jul-22,151,مجموعة المدينه للصلب,سجن سوهاج المطور,2131378.25,Cash Out,Cash Out
1-Jul-22,187,احمد ماهر محمد م6,سجن سوهاج المطور,910051.00,Cash Out,Cash Out
1-Jul-22,231,اعمار الصفوة للمقاولات م5.4,سجن سوهاج المطور,422879.00,Cash Out,Cash Out
1-Jul-22,252,محمود حسن محمود م3,سجن سوهاج المطور,436961.00,Cash Out,Cash Out
1-Jul-22,286,الصقر للتعمير م3,سجن سوهاج المطور,400000.00,Cash Out,Cash Out
1-Jul-22,300,نورا محمود احمد,سجن سوهاج المطور,8349.00,Cash Out,Cash Out
1-Jul-22,320,مبيكون للمقاولات الكهروميكانيكيه دفعه,سجن سوهاج المطور,2500000.00,Cash Out,Cash Out
1-Jul-22,324,اعمار الصفوة للمقاولات م6,سجن سوهاج المطور,475304.00,Cash Out,Cash Out
1-Jul-22,370,عبدالمنعم احمد احمد,سجن سوهاج المطور,300000.00,Cash Out,Cash Out
1-Jul-22,400,الصقر للتعمير ,سجن سوهاج المطور,500000.00,Cash Out,Cash Out
1-Jul-22,405,ايجبت تكنولوجي,سجن سوهاج المطور,20850.00,Cash Out,Cash Out
1-Jul-22,413,النيل للتجاره والتوريدات,سجن سوهاج المطور,31247.40,Cash Out,Cash Out
1-Jul-22,414,طيبة للتجاره والتوريدات,سجن سوهاج المطور,38137.50,Cash Out,Cash Out
1-Jul-22,417,النيل للتجاره والتوريدات,سجن سوهاج المطور,96729.00,Cash Out,Cash Out
1-Jul-22,417,النيل للتجاره والتوريدات,سجن سوهاج المطور,96729.00,Cash Out,Cash Out
1-Jul-22,452,جمعية الولاء لضباط الشرطه,سجن سوهاج المطور,409942.80,Cash Out,Cash Out
1-Jul-22,464,محموعة عمر هشام الاستثماريه دفعه مقدمه,سجن سوهاج المطور,300000.00,Cash Out,Cash Out
1-Jul-22,465,الصقر للتعمير للمقاولات دفعه,سجن سوهاج المطور,600156.00,Cash Out,Cash Out
1-Jul-22,545,عبدالمنعم احمد احمد,سجن سوهاج المطور,300000.00,Cash Out,Cash Out
1-Jul-22,550,محمود حسن محمود ,سجن سوهاج المطور,1000000.00,Cash Out,Cash Out
1-Jul-22,567,الصقر للتعمير للمقاولات,سجن سوهاج المطور,600000.00,Cash Out,Cash Out
1-Jul-22,671,عزام استيل لتجارة الحديد,سجن سوهاج المطور,278921.01,Cash Out,Cash Out
1-Jul-22,673,عزام استيل لتجارة الحديد,سجن سوهاج المطور,136392.66,Cash Out,Cash Out
1-Jul-22,674,عزام استيل لتجارة الحديد,سجن سوهاج المطور,245159.41,Cash Out,Cash Out
1-Jul-22,683,حسن ابو العلا عبدالغني,سجن سوهاج المطور,170952.53,Cash Out,Cash Out
1-Jul-22,684,حسن ابو العلا عبدالغني,سجن سوهاج المطور,59280.00,Cash Out,Cash Out
1-Jul-22,,,سجن سوهاج المطور,360761.29,Cash Out,اجور
1-Jul-22,,,سجن سوهاج المطور,1551636.68,Cash Out,بنوك
31-Jul-22,593,خزينة,سجن سوهاج المطور,3750000.00,تحت التسوية,تحت التسوية
31-Jul-22,880,خزينة,سجن سوهاج المطور,6550000.00,تحت التسوية,تحت التسوية
1-Aug-22,118,عبدالمنعم احمد احمد,سجن سوهاج المطور,92981.00,Cash Out,Cash Out
1-Aug-22,135,الصقر للتعمير ,سجن سوهاج المطور,1687833.34,Cash Out,Cash Out
1-Aug-22,138,الصقر للتعمير ,سجن سوهاج المطور,489068.80,Cash Out,Cash Out
1-Aug-22,157,احمد عبدالحميد حسن,سجن سوهاج المطور,200000.00,Cash Out,Cash Out
1-Aug-22,158,احمد عبدالحميد حسن,سجن سوهاج المطور,300000.00,Cash Out,Cash Out
1-Aug-22,190,محمد حمدى محمد,سجن سوهاج المطور,215183.93,Cash Out,Cash Out
1-Aug-22,216,احمد ماهر محمد م7,سجن سوهاج المطور,154871.00,Cash Out,Cash Out
1-Aug-22,221,المدينه للصلب,سجن سوهاج المطور,3911011.00,Cash Out,Cash Out
1-Aug-22,256,اعمار الصفوه للاستثمار العقارى م7,سجن سوهاج المطور,189126.00,Cash Out,Cash Out
1-Aug-22,301,احمد عبدالحميد حسن,سجن سوهاج المطور,300000.00,Cash Out,Cash Out
1-Aug-22,312,السيد محمد محمد ,سجن سوهاج المطور,6600.00,Cash Out,Cash Out
1-Aug-22,385,الصقر للتعمير للمقاولات ,سجن سوهاج المطور,1752986.84,Cash Out,Cash Out
1-Aug-22,443,الاتحاد المصرى لمقاولي التشييد,سجن سوهاج المطور,1836.32,Cash Out,Cash Out
1-Aug-22,448,احمد ماهر محمد م8,سجن سوهاج المطور,165507.00,Cash Out,Cash Out
