Date,No.,Note,Cost Center,Amount,TYPE,Type 2
1-Jun-20,922,,العاصمة الإدارية,95774.00,Cash Out,Cash Out
1-Jun-20,931,,العاصمة الإدارية,945755.00,Cash Out,Cash Out
1-Jun-20,939,,العاصمة الإدارية,17318.00,Cash Out,Cash Out
1-Jun-20,943,,العاصمة الإدارية,267059.00,Cash Out,Cash Out
1-Jun-20,954,,العاصمة الإدارية,3222.00,Cash Out,Cash Out
1-Jun-20,956,,العاصمة الإدارية,155713.00,Cash Out,Cash Out
1-Jun-20,987,,العاصمة الإدارية,55632.00,Cash Out,Cash Out
1-Jun-20,1005,,العاصمة الإدارية,10890.00,Cash Out,Cash Out
1-Jul-20,4,,العاصمة الإدارية,30000.00,Cash Out,Cash Out
1-Jul-20,48,,العاصمة الإدارية,8786.32,Cash Out,Cash Out
1-Jul-20,120,,العاصمة الإدارية,30240.00,Cash Out,Cash Out
1-Jul-20,132,,العاصمة الإدارية,28385.00,Cash Out,Cash Out
1-Jul-20,222,,العاصمة الإدارية,39950.00,Cash Out,Cash Out
1-Jul-20,283,,العاصمة الإدارية,52500.00,Cash Out,Cash Out
1-Jul-20,338,,العاصمة الإدارية,15143.00,Cash Out,Cash Out
1-Jul-20,354,,العاصمة الإدارية,1089691.00,Cash Out,Cash Out
1-Jul-20,356,,العاصمة الإدارية,27719.00,Cash Out,Cash Out
1-Jul-20,364,,العاصمة الإدارية,132158.00,Cash Out,Cash Out
1-Jul-20,366,,العاصمة الإدارية,218633.00,Cash Out,Cash Out
1-Jul-20,369,,العاصمة الإدارية,45123.00,Cash Out,Cash Out
1-Jul-20,371,,العاصمة الإدارية,93023.00,Cash Out,Cash Out
1-Jul-20,383,,العاصمة الإدارية,100875.00,Cash Out,Cash Out
1-Jul-20,409,,العاصمة الإدارية,532921.00,Cash Out,Cash Out
1-Jul-20,732,,العاصمة الإدارية,79541.00,Cash Out,Cash Out
1-Jul-20,828,,العاصمة الإدارية,18650.00,Cash Out,Cash Out
1-Jul-20,865,,العاصمة الإدارية,142157.00,Cash Out,Cash Out
1-Jul-20,867,,العاصمة الإدارية,187188.00,Cash Out,Cash Out
1-Jul-20,869,,العاصمة الإدارية,229166.00,Cash Out,Cash Out
1-Jul-20,872,,العاصمة الإدارية,198277.00,Cash Out,Cash Out
1-Jul-20,875,,العاصمة الإدارية,397052.00,Cash Out,Cash Out
1-Jul-20,878,,العاصمة الإدارية,3596.00,Cash Out,Cash Out
1-Jul-20,880,,العاصمة الإدارية,13414.00,Cash Out,Cash Out
1-Jul-20,882,,العاصمة الإدارية,671202.00,Cash Out,Cash Out
1-Jul-20,884,,العاصمة الإدارية,204107.00,Cash Out,Cash Out
1-Jul-20,886,,العاصمة الإدارية,75534.00,Cash Out,Cash Out
1-Jul-20,888,,العاصمة الإدارية,59769.00,Cash Out,Cash Out
1-Jul-20,890,,العاصمة الإدارية,43576.00,Cash Out,Cash Out
1-Aug-20,15,,العاصمة الإدارية,31750.00,Cash Out,Cash Out
1-Aug-20,63,,العاصمة الإدارية,186732.00,Cash Out,Cash Out
1-Aug-20,146,,العاصمة الإدارية,198873.00,Cash Out,Cash Out
1-Aug-20,174,,العاصمة الإدارية,8760.00,Cash Out,Cash Out
1-Aug-20,233,,العاصمة الإدارية,439000.00,Cash Out,Cash Out
1-Aug-20,334,,العاصمة الإدارية,57397.00,Cash Out,Cash Out
1-Aug-20,337,,العاصمة الإدارية,10796.00,Cash Out,Cash Out
1-Aug-20,415,,العاصمة الإدارية,1129801.75,Cash Out,Cash Out
1-Aug-20,416,,العاصمة الإدارية,343157.21,Cash Out,Cash Out
1-Aug-20,421,,العاصمة الإدارية,100000.00,Cash Out,Cash Out
1-Aug-20,443,,العاصمة الإدارية,158200.00,Cash Out,Cash Out
1-Aug-20,448,,العاصمة الإدارية,31212.00,Cash Out,Cash Out
1-Aug-20,593,,العاصمة الإدارية,500000.00,Cash Out,Cash Out
1-Aug-20,595,,العاصمة الإدارية,100000.00,Cash Out,Cash Out
1-Aug-20,597,,العاصمة الإدارية,9717.00,Cash Out,Cash Out
1-Aug-20,599,,العاصمة الإدارية,28778.00,Cash Out,Cash Out
1-Aug-20,601,,العاصمة الإدارية,76439.00,Cash Out,Cash Out
1-Sep-20,18,,العاصمة الإدارية,92983.50,Cash Out,Cash Out
1-Sep-20,116,,العاصمة الإدارية,83499.00,Cash Out,Cash Out
1-Sep-20,118,,العاصمة الإدارية,452541.00,Cash Out,Cash Out
1-Sep-20,119,,العاصمة الإدارية,31015.00,Cash Out,Cash Out
1-Sep-20,120,,العاصمة الإدارية,149372.00,Cash Out,Cash Out
1-Sep-20,123,,العاصمة الإدارية,195748.00,Cash Out,Cash Out
1-Sep-20,125,,العاصمة الإدارية,75432.00,Cash Out,Cash Out
1-Sep-20,128,,العاصمة الإدارية,102609.00,Cash Out,Cash Out
1-Sep-20,182,,العاصمة الإدارية,842694.00,Cash Out,Cash Out
1-Sep-20,345,,العاصمة الإدارية,258950.00,Cash Out,Cash Out
1-Sep-20,347,,العاصمة الإدارية,90033.00,Cash Out,Cash Out
1-Sep-20,349,,العاصمة الإدارية,164427.00,Cash Out,Cash Out
1-Sep-20,351,,العاصمة الإدارية,460910.00,Cash Out,Cash Out
1-Sep-20,353,,العاصمة الإدارية,104558.00,Cash Out,Cash Out
1-Sep-20,355,,العاصمة الإدارية,128880.00,Cash Out,Cash Out
1-Sep-20,357,,العاصمة الإدارية,93334.00,Cash Out,Cash Out
1-Sep-20,404,,العاصمة الإدارية,187519.00,Cash Out,Cash Out
1-Sep-20,510,,العاصمة الإدارية,15845.00,Cash Out,Cash Out
1-Sep-20,520,,العاصمة الإدارية,66915.00,Cash Out,Cash Out
1-Sep-20,567,,العاصمة الإدارية,774039.00,Cash Out,Cash Out
1-Sep-20,640,,العاصمة الإدارية,1500000.00,Cash Out,Cash Out
1-Sep-20,643,,العاصمة الإدارية,30000.00,Cash Out,Cash Out
1-Sep-20,692,,العاصمة الإدارية,32279.00,Cash Out,Cash Out
1-Sep-20,694,,العاصمة الإدارية,34089.00,Cash Out,Cash Out
1-Sep-20,696,,العاصمة الإدارية,477234.00,Cash Out,Cash Out
1-Sep-20,698,,العاصمة الإدارية,60877.00,Cash Out,Cash Out
1-Sep-20,933,,العاصمة الإدارية,219551.00,Cash Out,Cash Out
1-Sep-20,936,,العاصمة الإدارية,508464.00,Cash Out,Cash Out
1-Sep-20,937,,العاصمة الإدارية,21577.00,Cash Out,Cash Out
1-Sep-20,940,,العاصمة الإدارية,53994.00,Cash Out,Cash Out
1-Sep-20,942,,العاصمة الإدارية,388010.00,Cash Out,Cash Out
1-Sep-20,944,,العاصمة الإدارية,197832.00,Cash Out,Cash Out
1-Sep-20,947,,العاصمة الإدارية,22451.00,Cash Out,Cash Out
1-Sep-20,996,,العاصمة الإدارية,258094.00,Cash Out,Cash Out
1-Sep-20,1117,,العاصمة الإدارية,44794.00,Cash Out,Cash Out
1-Oct-20,50,نيكست جينريشن للخدمات م4,العاصمة الإدارية,75000.00,Cash Out,Cash Out
1-Oct-20,111,عماله غير منتظمه,العاصمة الإدارية,50193.50,Cash Out,Cash Out
1-Oct-20,208,تامينات مقاولات وسط,العاصمة الإدارية,244275.00,Cash Out,Cash Out
1-Oct-20,495,محمد طعيمه,العاصمة الإدارية,30000.00,Cash Out,Cash Out
1-Oct-20,498,السلاب للتجاره,العاصمة الإدارية,343122.24,Cash Out,Cash Out
1-Oct-20,500,اتش بي جروب ,العاصمة الإدارية,23194.74,Cash Out,Cash Out
1-Oct-20,502,المظلوم للتجاره والتوكيلات,العاصمة الإدارية,97300.00,Cash Out,Cash Out
1-Oct-20,575,حلمي عبدالعظيم محمد م14,العاصمة الإدارية,62987.00,Cash Out,Cash Out
1-Oct-20,577,حلمي عبدالعظيم محمد م1,العاصمة الإدارية,36794.00,Cash Out,Cash Out
1-Oct-20,579,النور للمقاولات م4,العاصمة الإدارية,300000.00,Cash Out,Cash Out
1-Oct-20,581,حسن سعد فاو م14,العاصمة الإدارية,251345.00,Cash Out,Cash Out
1-Oct-20,583,نيكست جينيريشن م5,العاصمة الإدارية,300000.00,Cash Out,Cash Out
1-Oct-20,585,حسن صلاح فؤاد م13,العاصمة الإدارية,300000.00,Cash Out,Cash Out
1-Oct-20,588,محمد عبده الدكر م18,العاصمة الإدارية,70000.00,Cash Out,Cash Out
1-Oct-20,590,كامل عامر حمدته م1,العاصمة الإدارية,130990.00,Cash Out,Cash Out
1-Oct-20,592,جمال فوزى مصطفي م15,العاصمة الإدارية,110198.00,Cash Out,Cash Out
1-Oct-20,594,بشندى عبداللطيف م13,العاصمة الإدارية,500000.00,Cash Out,Cash Out
1-Oct-20,596,انطونيوس مسعد ثابت م\ق,العاصمة الإدارية,13975.00,Cash Out,Cash Out
1-Oct-20,598,بشندى عبداللطيف م\ق,العاصمة الإدارية,39170.00,Cash Out,Cash Out
1-Oct-20,600,اكرم رجب احمد م1,العاصمة الإدارية,24529.00,Cash Out,Cash Out
1-Oct-20,735,مانتراك,العاصمة الإدارية,2793000.00,Cash Out,Cash Out
1-Oct-20,758,كامل عامر حمدته م\ق,العاصمة الإدارية,76383.00,Cash Out,Cash Out
1-Oct-20,775,عمر عبدالله عمر م19,العاصمة الإدارية,14963.00,Cash Out,Cash Out
1-Nov-20,1,محمد طعيمه,العاصمة الإدارية,31750.00,Cash Out,Cash Out
1-Nov-20,72,محمد طعيمه,العاصمة الإدارية,38300.00,Cash Out,Cash Out
1-Nov-20,96,الهندسيه للمشروعات,العاصمة الإدارية,31441.20,Cash Out,Cash Out
1-Nov-20,105,صناعات المستقبل فيوتك,العاصمة الإدارية,531298.24,Cash Out,Cash Out
1-Nov-20,270,وادى النيل للمقاولات م2,العاصمة الإدارية,600000.00,Cash Out,Cash Out
1-Nov-20,271,جمال فوزى م16,العاصمة الإدارية,700000.00,Cash Out,Cash Out
1-Nov-20,272,كامل عامر حمدته م1,العاصمة الإدارية,163714.00,Cash Out,Cash Out
1-Nov-20,273,حسن صلاح فؤاد م13,العاصمة الإدارية,42917.00,Cash Out,Cash Out
1-Nov-20,274,النور للمقاولات م4,العاصمة الإدارية,74231.00,Cash Out,Cash Out
1-Nov-20,275,اكرم رجب احمد م1,العاصمة الإدارية,24529.00,Cash Out,Cash Out
1-Nov-20,276,محمد عبده الدكر م18,العاصمة الإدارية,79118.00,Cash Out,Cash Out
1-Nov-20,277,محمد كمال مصطفي م8.7,العاصمة الإدارية,250000.00,Cash Out,Cash Out
1-Nov-20,278,ايجي فلور م3,العاصمة الإدارية,39246.00,Cash Out,Cash Out
1-Nov-20,279,نيكست جينيرشن م5,العاصمة الإدارية,314452.00,Cash Out,Cash Out
1-Nov-20,280,حسن سعد فاو م15,العاصمة الإدارية,69308.00,Cash Out,Cash Out
1-Nov-20,281,بشندى عبداللطيف م14,العاصمة الإدارية,400000.00,Cash Out,Cash Out
1-Nov-20,282,حلمي عبدالعظيم م2,العاصمة الإدارية,127387.00,Cash Out,Cash Out
1-Nov-20,283,عمر عبدالله عمر م20,العاصمة الإدارية,20002.00,Cash Out,Cash Out
1-Nov-20,284,حلمي عبدالعظيم م15,العاصمة الإدارية,66232.00,Cash Out,Cash Out
1-Nov-20,325,الرحمه للمقاولات م7,العاصمة الإدارية,126027.00,Cash Out,Cash Out
1-Nov-20,330,نيوكولر للتبريد م1,العاصمة الإدارية,300000.00,Cash Out,Cash Out
1-Nov-20,376,ايجيبت تكنولوجي,العاصمة الإدارية,3500.00,Cash Out,Cash Out
1-Nov-20,415,كامل عامر حمدته م3,العاصمة الإدارية,7691.00,Cash Out,Cash Out
1-Nov-20,416,نيكست جينيرشن م1,العاصمة الإدارية,144173.00,Cash Out,Cash Out
1-Nov-20,417,جمال فوزى م\ق,العاصمة الإدارية,23711.00,Cash Out,Cash Out
1-Nov-20,419,بشندى عبداللطيف م15,العاصمة الإدارية,200000.00,Cash Out,Cash Out
1-Nov-20,421,النور للمقاولات م5,العاصمة الإدارية,150476.00,Cash Out,Cash Out
1-Nov-20,423,محمد كمال مصطفي م9,العاصمة الإدارية,100000.00,Cash Out,Cash Out
1-Nov-20,425,وادى النيل للمقاولات م3,العاصمة الإدارية,200000.00,Cash Out,Cash Out
1-Nov-20,427,كامل عامر حمدته م1,العاصمة الإدارية,52119.00,Cash Out,Cash Out
1-Nov-20,429,كامل عامر حمدته م2,العاصمة الإدارية,126473.00,Cash Out,Cash Out
1-Nov-20,431,حلمي عبدالعظيم محمد م1,العاصمة الإدارية,50419.00,Cash Out,Cash Out
1-Nov-20,433,حلمي عبدالعظيم محمد م3,العاصمة الإدارية,20000.00,Cash Out,Cash Out
1-Nov-20,552,المصريه للمقاولات م\ق,العاصمة الإدارية,30702.00,Cash Out,Cash Out
1-Nov-20,563,محمد طعيمه,العاصمة الإدارية,30000.00,Cash Out,Cash Out
1-Nov-20,612,جمال فوزى م17.16,العاصمة الإدارية,150000.00,Cash Out,Cash Out
1-Nov-20,615,حسن سعد فاو م16,العاصمة الإدارية,20277.00,Cash Out,Cash Out
1-Nov-20,617,كامل عامر حمدته م3,العاصمة الإدارية,99902.00,Cash Out,Cash Out
1-Nov-20,619,حلمي عبدالعظيم م2,العاصمة الإدارية,27588.00,Cash Out,Cash Out
1-Nov-20,621,محمد كمال مصطفي م9,العاصمة الإدارية,100000.00,Cash Out,Cash Out
1-Nov-20,622,يشندى عبداللطيف م15,العاصمة الإدارية,200000.00,Cash Out,Cash Out
1-Nov-20,623,نيكست جينيرشن م2,العاصمة الإدارية,200954.00,Cash Out,Cash Out
1-Nov-20,625,حسن صلاح فؤاد م14.13,العاصمة الإدارية,150000.00,Cash Out,Cash Out
1-Nov-20,628,جمال فوزى م\ق,العاصمة الإدارية,5326.00,Cash Out,Cash Out
1-Nov-20,630,انطونيس مسعد ثابت م\ق,العاصمة الإدارية,10075.00,Cash Out,Cash Out
1-Nov-20,632,حلمي عبدالعظيم م\ق,العاصمة الإدارية,6310.00,Cash Out,Cash Out
1-Nov-20,634,حسام محمد احمد  م\ق,العاصمة الإدارية,25000.00,Cash Out,Cash Out
1-Nov-20,636,طيبه للمقاولات م31,العاصمة الإدارية,300000.00,Cash Out,Cash Out
1-Dec-20,6,محمد طعيمه,العاصمة الإدارية,40050.00,Cash Out,Cash Out
1-Dec-20,9,محمد طعيمه,العاصمة الإدارية,4020.00,Cash Out,Cash Out
1-Dec-20,43,المظلوم للتجاره,العاصمة الإدارية,10187.17,Cash Out,Cash Out
1-Dec-20,94,عماله غير منتظمه,العاصمة الإدارية,73512.00,Cash Out,Cash Out
1-Dec-20,156,محمد طعيمه,العاصمة الإدارية,28320.00,Cash Out,Cash Out
1-Dec-20,210,حسن صلاح فؤاد م14.13,العاصمة الإدارية,146065.00,Cash Out,Cash Out
1-Dec-20,211,وادى النيل م4,العاصمة الإدارية,300000.00,Cash Out,Cash Out
1-Dec-20,212,نيكيست جيرنتش للخدمات م6,العاصمة الإدارية,396008.00,Cash Out,Cash Out
1-Dec-20,214,محمد عبده محمد م1,العاصمة الإدارية,70000.00,Cash Out,Cash Out
1-Dec-20,216,اكرم رجب م2,العاصمة الإدارية,39669.00,Cash Out,Cash Out
1-Dec-20,218,محمد كمال مصطفي م9,العاصمة الإدارية,85620.00,Cash Out,Cash Out
1-Dec-20,219,بشندى عبداللطيف م15,العاصمة الإدارية,200000.00,Cash Out,Cash Out
1-Dec-20,220,حلمي عبدالعظيم م4,العاصمة الإدارية,47787.00,Cash Out,Cash Out
1-Dec-20,222,عمر عبدالله عمر م\ق,العاصمة الإدارية,29920.00,Cash Out,Cash Out
1-Dec-20,224,كامل عامر حمدته م2,العاصمة الإدارية,25888.00,Cash Out,Cash Out
1-Dec-20,277,انطونيس مسعد ثابت م\ق,العاصمة الإدارية,27650.00,Cash Out,Cash Out
1-Dec-20,279,حلمي عبدالعظيم م1,العاصمة الإدارية,6323.00,Cash Out,Cash Out
1-Dec-20,282,حلمي عبدالعظيم م3,العاصمة الإدارية,15488.00,Cash Out,Cash Out
1-Dec-20,284,محمد كمال مصطفي م9,العاصمة الإدارية,98330.00,Cash Out,Cash Out
1-Dec-20,285,سيتي انترناشيونال للتجاره م1,العاصمة الإدارية,100000.00,Cash Out,Cash Out
1-Dec-20,287,كامل عامر حمدته م3,العاصمة الإدارية,13890.00,Cash Out,Cash Out
1-Dec-20,289,كامل عامر حمدته م2,العاصمة الإدارية,45228.00,Cash Out,Cash Out
1-Dec-20,313,محمد عبده محمد م1,العاصمة الإدارية,69386.00,Cash Out,Cash Out
1-Dec-20,329,تامينات مقاولات وسط القاهره,العاصمة الإدارية,357757.00,Cash Out,Cash Out
1-Dec-20,404,نيكيست جيرنتش للخدمات م3,العاصمة الإدارية,107045.00,Cash Out,Cash Out
1-Dec-20,406,طيبه للمقاولات م31.3,العاصمة الإدارية,200000.00,Cash Out,Cash Out
1-Dec-20,423,بنك المشرق.جيزه للانظمه,العاصمة الإدارية,350241.06,Cash Out,Cash Out
1-Dec-20,431,نيكيست جيرنتش للخدمات م7,العاصمة الإدارية,323934.00,Cash Out,Cash Out
1-Dec-20,438,بنك القاهره.المتكامله للحلول م1,العاصمة الإدارية,347192.00,Cash Out,Cash Out
1-Dec-20,620,طيبه للمقاولات م32,العاصمة الإدارية,1000000.00,Cash Out,Cash Out
1-Dec-20,683,محمد طعيمه,العاصمة الإدارية,30000.00,Cash Out,Cash Out
1-Dec-20,709,علي ابراهيم عبدالله,العاصمة الإدارية,9700.00,Cash Out,Cash Out
1-Dec-20,822,الاسكندريه للحراريات,العاصمة الإدارية,52535.09,Cash Out,Cash Out
1-Dec-20,823,ايجيبت تكنولوجي,العاصمة الإدارية,2400.00,Cash Out,Cash Out
1-Dec-20,828,الاقصر للانشاءات م2,العاصمة الإدارية,50000.00,Cash Out,Cash Out
1-Dec-20,829,نيكيست جيرنتش للخدمات م4,العاصمة الإدارية,1000000.00,Cash Out,Cash Out
1-Dec-20,830,بشندى عبداللطيف م16,العاصمة الإدارية,400000.00,Cash Out,Cash Out
1-Dec-20,835,محمد طعيمه,العاصمة الإدارية,30000.00,Cash Out,Cash Out
1-Dec-20,843,وتيك مصر للتوريدات,العاصمة الإدارية,1181250.00,Cash Out,Cash Out
1-Dec-20,845,معامل الاستشارات الهندسيه,العاصمة الإدارية,8505.00,Cash Out,Cash Out
1-Dec-20,910,كامل عامر حمدته م4,العاصمة الإدارية,54547.00,Cash Out,Cash Out
1-Dec-20,912,حسن صلاح فؤاد م15,العاصمة الإدارية,50092.00,Cash Out,Cash Out
1-Dec-20,913,جمال فوزى م18,العاصمة الإدارية,71772.00,Cash Out,Cash Out
1-Dec-20,914,المتكامله للحلول الهندسيه م2,العاصمة الإدارية,252458.00,Cash Out,Cash Out
